"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
14,古亭,143,小時風速值,WS_HR,m/sec,2023-09-10,1.2
14,古亭,38,相對濕度,RH,%,2023-09-10,66
14,古亭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,6.9
14,古亭,31,甲烷,CH4,ppm,2023-09-10,2.02
14,古亭,14,溫度,AMB_TEMP,℃,2023-09-10,28.2
14,古亭,10,風速,WIND_SPEED,m/sec,2023-09-10,1.6
14,古亭,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.03
14,古亭,8,總碳氫化物,THC,ppm,2023-09-10,2.04
13,萬華,143,小時風速值,WS_HR,m/sec,2023-09-10,1.6
13,萬華,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.04
11,士林,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,9
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,5.5
9,林口,7,二氧化氮,NO2,ppb,2023-09-10,7.1
8,菜寮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,6.2
5,土城,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.07
4,新店,143,小時風速值,WS_HR,m/sec,2023-09-10,1.5
3,萬里,3,臭氧,O3,ppb,2023-09-10,29.6
2,汐止,143,小時風速值,WS_HR,m/sec,2023-09-10,1.5
18,大園,1,二氧化硫,SO2,ppb,2023-09-10,1.8
70,永和,14,溫度,AMB_TEMP,℃,2023-09-10,28.3
46,臺南,1,二氧化硫,SO2,ppb,2023-09-10,0.1
70,永和,10,風速,WIND_SPEED,m/sec,2023-09-10,1.6
34,線西,4,懸浮微粒,PM10,μg/m3,2023-09-10,21
22,湖口,3,臭氧,O3,ppb,2023-09-10,33.6
65,宜蘭,143,小時風速值,WS_HR,m/sec,2023-09-10,0.9
66,冬山,1,二氧化硫,SO2,ppb,2023-09-10,1.1
66,冬山,2,一氧化碳,CO,ppm,2023-09-10,0.2
66,冬山,3,臭氧,O3,ppb,2023-09-10,28.7
66,冬山,4,懸浮微粒,PM10,μg/m3,2023-09-10,17
66,冬山,5,氮氧化物,NOx,ppb,2023-09-10,5.5
66,冬山,6,一氧化氮,NO,ppb,2023-09-10,1
66,冬山,7,二氧化氮,NO2,ppb,2023-09-10,4.4
66,冬山,10,風速,WIND_SPEED,m/sec,2023-09-10,1.2
66,冬山,14,溫度,AMB_TEMP,℃,2023-09-10,25.8
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,4.8
66,冬山,38,相對濕度,RH,%,2023-09-10,72
66,冬山,143,小時風速值,WS_HR,m/sec,2023-09-10,1.1
67,三重,1,二氧化硫,SO2,ppb,2023-09-10,0.9
67,三重,2,一氧化碳,CO,ppm,2023-09-10,0.67
67,三重,3,臭氧,O3,ppb,2023-09-10,17.8
67,三重,4,懸浮微粒,PM10,μg/m3,2023-09-10,18
67,三重,5,氮氧化物,NOx,ppb,2023-09-10,43.1
67,三重,6,一氧化氮,NO,ppb,2023-09-10,22.2
67,三重,7,二氧化氮,NO2,ppb,2023-09-10,20.7
67,三重,8,總碳氫化物,THC,ppm,2023-09-10,2.36
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.18
67,三重,14,溫度,AMB_TEMP,℃,2023-09-10,29.1
67,三重,31,甲烷,CH4,ppm,2023-09-10,2.18
67,三重,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,8
67,三重,38,相對濕度,RH,%,2023-09-10,61
68,中壢,1,二氧化硫,SO2,ppb,2023-09-10,3
68,中壢,2,一氧化碳,CO,ppm,2023-09-10,0.67
68,中壢,3,臭氧,O3,ppb,2023-09-10,19.9
68,中壢,4,懸浮微粒,PM10,μg/m3,2023-09-10,19
68,中壢,5,氮氧化物,NOx,ppb,2023-09-10,32.3
68,中壢,6,一氧化氮,NO,ppb,2023-09-10,12.9
68,中壢,7,二氧化氮,NO2,ppb,2023-09-10,19.3
68,中壢,8,總碳氫化物,THC,ppm,2023-09-10,2.23
68,中壢,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.16
68,中壢,10,風速,WIND_SPEED,m/sec,2023-09-10,0.5
68,中壢,14,溫度,AMB_TEMP,℃,2023-09-10,27.8
68,中壢,31,甲烷,CH4,ppm,2023-09-10,2.06
68,中壢,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,8.9
68,中壢,38,相對濕度,RH,%,2023-09-10,65
68,中壢,143,小時風速值,WS_HR,m/sec,2023-09-10,0.2
70,永和,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.06
70,永和,8,總碳氫化物,THC,ppm,2023-09-10,2.08
70,永和,7,二氧化氮,NO2,ppb,2023-09-10,8.9
70,永和,6,一氧化氮,NO,ppb,2023-09-10,3.6
70,永和,5,氮氧化物,NOx,ppb,2023-09-10,12.6
70,永和,4,懸浮微粒,PM10,μg/m3,2023-09-10,15
70,永和,2,一氧化碳,CO,ppm,2023-09-10,0.32
70,永和,1,二氧化硫,SO2,ppb,2023-09-10,1.7
69,竹山,143,小時風速值,WS_HR,m/sec,2023-09-10,0.8
69,竹山,38,相對濕度,RH,%,2023-09-10,94
69,竹山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,5.6
69,竹山,31,甲烷,CH4,ppm,2023-09-10,1.97
69,竹山,14,溫度,AMB_TEMP,℃,2023-09-10,26.3
69,竹山,10,風速,WIND_SPEED,m/sec,2023-09-10,1.3
69,竹山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0
69,竹山,8,總碳氫化物,THC,ppm,2023-09-10,1.97
69,竹山,7,二氧化氮,NO2,ppb,2023-09-10,2.4
69,竹山,6,一氧化氮,NO,ppb,2023-09-10,1
69,竹山,5,氮氧化物,NOx,ppb,2023-09-10,3.5
69,竹山,4,懸浮微粒,PM10,μg/m3,2023-09-10,12
69,竹山,3,臭氧,O3,ppb,2023-09-10,22.9
69,竹山,2,一氧化碳,CO,ppm,2023-09-10,0.12
15,松山,3,臭氧,O3,ppb,2023-09-10,29
14,古亭,7,二氧化氮,NO2,ppb,2023-09-10,7.3
14,古亭,6,一氧化氮,NO,ppb,2023-09-10,1.9
14,古亭,5,氮氧化物,NOx,ppb,2023-09-10,9.2
14,古亭,4,懸浮微粒,PM10,μg/m3,2023-09-10,17
14,古亭,3,臭氧,O3,ppb,2023-09-10,30.4
14,古亭,2,一氧化碳,CO,ppm,2023-09-10,0.2
14,古亭,1,二氧化硫,SO2,ppb,2023-09-10,0.7
13,萬華,38,相對濕度,RH,%,2023-09-10,63
13,萬華,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,8.6
13,萬華,31,甲烷,CH4,ppm,2023-09-10,2.15
13,萬華,14,溫度,AMB_TEMP,℃,2023-09-10,28.4
13,萬華,10,風速,WIND_SPEED,m/sec,2023-09-10,1.9
13,萬華,8,總碳氫化物,THC,ppm,2023-09-10,2.2
13,萬華,7,二氧化氮,NO2,ppb,2023-09-10,11
13,萬華,6,一氧化氮,NO,ppb,2023-09-10,2.3
13,萬華,5,氮氧化物,NOx,ppb,2023-09-10,13.4
13,萬華,4,懸浮微粒,PM10,μg/m3,2023-09-10,16
13,萬華,3,臭氧,O3,ppb,2023-09-10,27.5
13,萬華,2,一氧化碳,CO,ppm,2023-09-10,0.26
13,萬華,1,二氧化硫,SO2,ppb,2023-09-10,0.6
12,中山,143,小時風速值,WS_HR,m/sec,2023-09-10,1.4
12,中山,38,相對濕度,RH,%,2023-09-10,65
12,中山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,8.9
12,中山,31,甲烷,CH4,ppm,2023-09-10,2.06
12,中山,14,溫度,AMB_TEMP,℃,2023-09-10,28.8
12,中山,10,風速,WIND_SPEED,m/sec,2023-09-10,1.6
12,中山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.06
12,中山,8,總碳氫化物,THC,ppm,2023-09-10,2.13
12,中山,7,二氧化氮,NO2,ppb,2023-09-10,11.7
12,中山,6,一氧化氮,NO,ppb,2023-09-10,2.9
12,中山,5,氮氧化物,NOx,ppb,2023-09-10,14.6
12,中山,4,懸浮微粒,PM10,μg/m3,2023-09-10,19
12,中山,3,臭氧,O3,ppb,2023-09-10,27.6
12,中山,2,一氧化碳,CO,ppm,2023-09-10,0.28
12,中山,1,二氧化硫,SO2,ppb,2023-09-10,1.3
11,士林,143,小時風速值,WS_HR,m/sec,2023-09-10,0.9
11,士林,38,相對濕度,RH,%,2023-09-10,63
11,士林,14,溫度,AMB_TEMP,℃,2023-09-10,28.6
11,士林,10,風速,WIND_SPEED,m/sec,2023-09-10,1.3
11,士林,7,二氧化氮,NO2,ppb,2023-09-10,7.8
11,士林,6,一氧化氮,NO,ppb,2023-09-10,1.7
11,士林,5,氮氧化物,NOx,ppb,2023-09-10,9.6
11,士林,4,懸浮微粒,PM10,μg/m3,2023-09-10,15
11,士林,3,臭氧,O3,ppb,2023-09-10,30.4
11,士林,2,一氧化碳,CO,ppm,2023-09-10,0.2
11,士林,1,二氧化硫,SO2,ppb,2023-09-10,0.5
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,5.6
10,淡水,14,溫度,AMB_TEMP,℃,2023-09-10,27.1
10,淡水,10,風速,WIND_SPEED,m/sec,2023-09-10,1.5
10,淡水,7,二氧化氮,NO2,ppb,2023-09-10,7.4
10,淡水,6,一氧化氮,NO,ppb,2023-09-10,1.1
10,淡水,5,氮氧化物,NOx,ppb,2023-09-10,8.6
10,淡水,4,懸浮微粒,PM10,μg/m3,2023-09-10,19
10,淡水,3,臭氧,O3,ppb,2023-09-10,29.8
10,淡水,2,一氧化碳,CO,ppm,2023-09-10,0.25
10,淡水,1,二氧化硫,SO2,ppb,2023-09-10,0.7
9,林口,143,小時風速值,WS_HR,m/sec,2023-09-10,1.9
9,林口,38,相對濕度,RH,%,2023-09-10,77
9,林口,14,溫度,AMB_TEMP,℃,2023-09-10,27.4
9,林口,10,風速,WIND_SPEED,m/sec,2023-09-10,2.3
9,林口,6,一氧化氮,NO,ppb,2023-09-10,1
9,林口,5,氮氧化物,NOx,ppb,2023-09-10,8.3
9,林口,4,懸浮微粒,PM10,μg/m3,2023-09-10,15
9,林口,3,臭氧,O3,ppb,2023-09-10,35.4
9,林口,2,一氧化碳,CO,ppm,2023-09-10,0.2
9,林口,1,二氧化硫,SO2,ppb,2023-09-10,0.4
8,菜寮,143,小時風速值,WS_HR,m/sec,2023-09-10,2
8,菜寮,38,相對濕度,RH,%,2023-09-10,62
8,菜寮,14,溫度,AMB_TEMP,℃,2023-09-10,28.8
8,菜寮,10,風速,WIND_SPEED,m/sec,2023-09-10,2.3
8,菜寮,7,二氧化氮,NO2,ppb,2023-09-10,8.4
8,菜寮,6,一氧化氮,NO,ppb,2023-09-10,1.5
8,菜寮,5,氮氧化物,NOx,ppb,2023-09-10,10
8,菜寮,4,懸浮微粒,PM10,μg/m3,2023-09-10,13
8,菜寮,3,臭氧,O3,ppb,2023-09-10,31.2
8,菜寮,2,一氧化碳,CO,ppm,2023-09-10,0.27
8,菜寮,1,二氧化硫,SO2,ppb,2023-09-10,1.2
7,新莊,143,小時風速值,WS_HR,m/sec,2023-09-10,2.1
7,新莊,38,相對濕度,RH,%,2023-09-10,67
7,新莊,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,10.4
7,新莊,14,溫度,AMB_TEMP,℃,2023-09-10,28
7,新莊,10,風速,WIND_SPEED,m/sec,2023-09-10,2.3
7,新莊,7,二氧化氮,NO2,ppb,2023-09-10,7.2
7,新莊,6,一氧化氮,NO,ppb,2023-09-10,1.3
7,新莊,5,氮氧化物,NOx,ppb,2023-09-10,8.6
7,新莊,4,懸浮微粒,PM10,μg/m3,2023-09-10,16
7,新莊,3,臭氧,O3,ppb,2023-09-10,32.2
7,新莊,2,一氧化碳,CO,ppm,2023-09-10,0.22
7,新莊,1,二氧化硫,SO2,ppb,2023-09-10,0.8
6,板橋,143,小時風速值,WS_HR,m/sec,2023-09-10,1.4
6,板橋,38,相對濕度,RH,%,2023-09-10,63
6,板橋,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,9.7
6,板橋,31,甲烷,CH4,ppm,2023-09-10,2
6,板橋,14,溫度,AMB_TEMP,℃,2023-09-10,28.4
6,板橋,10,風速,WIND_SPEED,m/sec,2023-09-10,1.7
6,板橋,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.02
6,板橋,8,總碳氫化物,THC,ppm,2023-09-10,2.02
6,板橋,7,二氧化氮,NO2,ppb,2023-09-10,9.2
6,板橋,6,一氧化氮,NO,ppb,2023-09-10,1.4
6,板橋,5,氮氧化物,NOx,ppb,2023-09-10,10.8
6,板橋,4,懸浮微粒,PM10,μg/m3,2023-09-10,15
6,板橋,3,臭氧,O3,ppb,2023-09-10,31.7
6,板橋,2,一氧化碳,CO,ppm,2023-09-10,0.27
6,板橋,1,二氧化硫,SO2,ppb,2023-09-10,0.3
5,土城,143,小時風速值,WS_HR,m/sec,2023-09-10,0.4
5,土城,38,相對濕度,RH,%,2023-09-10,69
5,土城,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,7.3
5,土城,31,甲烷,CH4,ppm,2023-09-10,2
5,土城,14,溫度,AMB_TEMP,℃,2023-09-10,27.9
5,土城,10,風速,WIND_SPEED,m/sec,2023-09-10,1.2
5,土城,8,總碳氫化物,THC,ppm,2023-09-10,2.09
5,土城,7,二氧化氮,NO2,ppb,2023-09-10,7.6
5,土城,6,一氧化氮,NO,ppb,2023-09-10,0.9
5,土城,5,氮氧化物,NOx,ppb,2023-09-10,8.7
5,土城,4,懸浮微粒,PM10,μg/m3,2023-09-10,18
5,土城,3,臭氧,O3,ppb,2023-09-10,32.3
5,土城,2,一氧化碳,CO,ppm,2023-09-10,0.24
5,土城,1,二氧化硫,SO2,ppb,2023-09-10,1
4,新店,38,相對濕度,RH,%,2023-09-10,71
4,新店,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,5.5
4,新店,14,溫度,AMB_TEMP,℃,2023-09-10,27.6
4,新店,10,風速,WIND_SPEED,m/sec,2023-09-10,1.9
4,新店,7,二氧化氮,NO2,ppb,2023-09-10,4.7
4,新店,6,一氧化氮,NO,ppb,2023-09-10,1.2
4,新店,5,氮氧化物,NOx,ppb,2023-09-10,6
4,新店,4,懸浮微粒,PM10,μg/m3,2023-09-10,16
4,新店,3,臭氧,O3,ppb,2023-09-10,33.3
4,新店,2,一氧化碳,CO,ppm,2023-09-10,0.2
4,新店,1,二氧化硫,SO2,ppb,2023-09-10,1.1
3,萬里,143,小時風速值,WS_HR,m/sec,2023-09-10,2.6
3,萬里,38,相對濕度,RH,%,2023-09-10,81
3,萬里,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,7.6
3,萬里,32,降雨強度,RAIN_INT,㎜,2023-09-10,0
3,萬里,14,溫度,AMB_TEMP,℃,2023-09-10,26.2
3,萬里,10,風速,WIND_SPEED,m/sec,2023-09-10,2.8
3,萬里,7,二氧化氮,NO2,ppb,2023-09-10,3.3
3,萬里,6,一氧化氮,NO,ppb,2023-09-10,1.2
3,萬里,5,氮氧化物,NOx,ppb,2023-09-10,4.6
3,萬里,4,懸浮微粒,PM10,μg/m3,2023-09-10,23
3,萬里,2,一氧化碳,CO,ppm,2023-09-10,0.18
3,萬里,1,二氧化硫,SO2,ppb,2023-09-10,0.5
65,宜蘭,31,甲烷,CH4,ppm,2023-09-10,2.09
2,汐止,38,相對濕度,RH,%,2023-09-10,76
2,汐止,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,10.5
2,汐止,14,溫度,AMB_TEMP,℃,2023-09-10,27.7
2,汐止,10,風速,WIND_SPEED,m/sec,2023-09-10,1.7
2,汐止,7,二氧化氮,NO2,ppb,2023-09-10,10
70,永和,3,臭氧,O3,ppb,2023-09-10,29
77,金門,5,氮氧化物,NOx,ppb,2023-09-10,5.8
77,金門,6,一氧化氮,NO,ppb,2023-09-10,0.2
77,金門,7,二氧化氮,NO2,ppb,2023-09-10,5.6
77,金門,8,總碳氫化物,THC,ppm,2023-09-10,2.18
77,金門,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.03
77,金門,10,風速,WIND_SPEED,m/sec,2023-09-10,0.9
77,金門,14,溫度,AMB_TEMP,℃,2023-09-10,27.7
77,金門,31,甲烷,CH4,ppm,2023-09-10,2.15
77,金門,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,10.8
77,金門,38,相對濕度,RH,%,2023-09-10,80
77,金門,143,小時風速值,WS_HR,m/sec,2023-09-10,0.8
78,馬公,1,二氧化硫,SO2,ppb,2023-09-10,0.4
78,馬公,2,一氧化碳,CO,ppm,2023-09-10,0.16
78,馬公,3,臭氧,O3,ppb,2023-09-10,37.3
78,馬公,4,懸浮微粒,PM10,μg/m3,2023-09-10,5
78,馬公,5,氮氧化物,NOx,ppb,2023-09-10,5.3
78,馬公,6,一氧化氮,NO,ppb,2023-09-10,1
78,馬公,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.01
78,馬公,10,風速,WIND_SPEED,m/sec,2023-09-10,1.6
78,馬公,14,溫度,AMB_TEMP,℃,2023-09-10,26.7
78,馬公,31,甲烷,CH4,ppm,2023-09-10,1.93
78,馬公,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,2.5
78,馬公,38,相對濕度,RH,%,2023-09-10,98
78,馬公,143,小時風速值,WS_HR,m/sec,2023-09-10,1.3
80,關山,1,二氧化硫,SO2,ppb,2023-09-10,0.7
80,關山,2,一氧化碳,CO,ppm,2023-09-10,0.13
80,關山,3,臭氧,O3,ppb,2023-09-10,22
80,關山,4,懸浮微粒,PM10,μg/m3,2023-09-10,12
80,關山,5,氮氧化物,NOx,ppb,2023-09-10,1.7
80,關山,6,一氧化氮,NO,ppb,2023-09-10,0.4
80,關山,7,二氧化氮,NO2,ppb,2023-09-10,1.2
80,關山,10,風速,WIND_SPEED,m/sec,2023-09-10,0.8
80,關山,14,溫度,AMB_TEMP,℃,2023-09-10,24.7
80,關山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,2.8
80,關山,38,相對濕度,RH,%,2023-09-10,88
83,麥寮,1,二氧化硫,SO2,ppb,2023-09-10,1.3
83,麥寮,2,一氧化碳,CO,ppm,2023-09-10,0.16
83,麥寮,3,臭氧,O3,ppb,2023-09-10,28.8
83,麥寮,4,懸浮微粒,PM10,μg/m3,2023-09-10,6
83,麥寮,5,氮氧化物,NOx,ppb,2023-09-10,4.2
83,麥寮,6,一氧化氮,NO,ppb,2023-09-10,1
83,麥寮,7,二氧化氮,NO2,ppb,2023-09-10,3.2
83,麥寮,8,總碳氫化物,THC,ppm,2023-09-10,2.1
65,宜蘭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,8.2
46,臺南,5,氮氧化物,NOx,ppb,2023-09-10,4.9
46,臺南,4,懸浮微粒,PM10,μg/m3,2023-09-10,6
46,臺南,3,臭氧,O3,ppb,2023-09-10,32.1
46,臺南,2,一氧化碳,CO,ppm,2023-09-10,0.23
45,安南,143,小時風速值,WS_HR,m/sec,2023-09-10,2.6
45,安南,38,相對濕度,RH,%,2023-09-10,95
45,安南,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,4.5
45,安南,31,甲烷,CH4,ppm,2023-09-10,2
45,安南,14,溫度,AMB_TEMP,℃,2023-09-10,26.1
45,安南,10,風速,WIND_SPEED,m/sec,2023-09-10,2.7
45,安南,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.04
45,安南,8,總碳氫化物,THC,ppm,2023-09-10,2.04
45,安南,7,二氧化氮,NO2,ppb,2023-09-10,4.5
45,安南,6,一氧化氮,NO,ppb,2023-09-10,0.4
45,安南,5,氮氧化物,NOx,ppb,2023-09-10,5.1
45,安南,4,懸浮微粒,PM10,μg/m3,2023-09-10,7
45,安南,3,臭氧,O3,ppb,2023-09-10,29.7
45,安南,2,一氧化碳,CO,ppm,2023-09-10,0.21
45,安南,1,二氧化硫,SO2,ppb,2023-09-10,0.7
44,善化,143,小時風速值,WS_HR,m/sec,2023-09-10,2.4
44,善化,38,相對濕度,RH,%,2023-09-10,89
44,善化,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,2.4
44,善化,14,溫度,AMB_TEMP,℃,2023-09-10,26.2
44,善化,10,風速,WIND_SPEED,m/sec,2023-09-10,2.5
44,善化,7,二氧化氮,NO2,ppb,2023-09-10,4.1
44,善化,6,一氧化氮,NO,ppb,2023-09-10,0.5
44,善化,5,氮氧化物,NOx,ppb,2023-09-10,4.7
44,善化,4,懸浮微粒,PM10,μg/m3,2023-09-10,3
44,善化,3,臭氧,O3,ppb,2023-09-10,28.3
44,善化,2,一氧化碳,CO,ppm,2023-09-10,0.11
44,善化,1,二氧化硫,SO2,ppb,2023-09-10,0.6
43,新營,143,小時風速值,WS_HR,m/sec,2023-09-10,0.5
43,新營,38,相對濕度,RH,%,2023-09-10,98
43,新營,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,1
43,新營,31,甲烷,CH4,ppm,2023-09-10,2.12
65,宜蘭,3,臭氧,O3,ppb,2023-09-10,31.6
65,宜蘭,4,懸浮微粒,PM10,μg/m3,2023-09-10,14
65,宜蘭,5,氮氧化物,NOx,ppb,2023-09-10,3.1
65,宜蘭,6,一氧化氮,NO,ppb,2023-09-10,0.4
65,宜蘭,7,二氧化氮,NO2,ppb,2023-09-10,2.6
65,宜蘭,8,總碳氫化物,THC,ppm,2023-09-10,2.14
50,鳳山,14,溫度,AMB_TEMP,℃,2023-09-10,26.7
65,宜蘭,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.04
65,宜蘭,10,風速,WIND_SPEED,m/sec,2023-09-10,1.2
65,宜蘭,14,溫度,AMB_TEMP,℃,2023-09-10,27.2
1,基隆,1,二氧化硫,SO2,ppb,2023-09-10,0.4
1,基隆,2,一氧化碳,CO,ppm,2023-09-10,0.21
1,基隆,3,臭氧,O3,ppb,2023-09-10,29.4
1,基隆,4,懸浮微粒,PM10,μg/m3,2023-09-10,16
1,基隆,5,氮氧化物,NOx,ppb,2023-09-10,5.4
1,基隆,6,一氧化氮,NO,ppb,2023-09-10,1.2
1,基隆,7,二氧化氮,NO2,ppb,2023-09-10,4.1
1,基隆,8,總碳氫化物,THC,ppm,2023-09-10,2.12
1,基隆,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.05
1,基隆,10,風速,WIND_SPEED,m/sec,2023-09-10,0.6
1,基隆,14,溫度,AMB_TEMP,℃,2023-09-10,26.5
1,基隆,31,甲烷,CH4,ppm,2023-09-10,2.06
1,基隆,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,6
1,基隆,38,相對濕度,RH,%,2023-09-10,86
1,基隆,143,小時風速值,WS_HR,m/sec,2023-09-10,0.4
2,汐止,1,二氧化硫,SO2,ppb,2023-09-10,2.1
2,汐止,2,一氧化碳,CO,ppm,2023-09-10,0.23
2,汐止,3,臭氧,O3,ppb,2023-09-10,25.9
2,汐止,4,懸浮微粒,PM10,μg/m3,2023-09-10,23
2,汐止,5,氮氧化物,NOx,ppb,2023-09-10,11.7
2,汐止,6,一氧化氮,NO,ppb,2023-09-10,1.6
19,觀音,38,相對濕度,RH,%,2023-09-10,76
19,觀音,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,8.7
19,觀音,14,溫度,AMB_TEMP,℃,2023-09-10,27.3
19,觀音,10,風速,WIND_SPEED,m/sec,2023-09-10,3.2
19,觀音,7,二氧化氮,NO2,ppb,2023-09-10,7.5
19,觀音,6,一氧化氮,NO,ppb,2023-09-10,1
19,觀音,5,氮氧化物,NOx,ppb,2023-09-10,8.7
19,觀音,4,懸浮微粒,PM10,μg/m3,2023-09-10,23
19,觀音,3,臭氧,O3,ppb,2023-09-10,32.4
19,觀音,2,一氧化碳,CO,ppm,2023-09-10,0.17
50,鳳山,10,風速,WIND_SPEED,m/sec,2023-09-10,0.5
50,鳳山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.06
58,小港,14,溫度,AMB_TEMP,℃,2023-09-10,27.6
58,小港,10,風速,WIND_SPEED,m/sec,2023-09-10,1.7
58,小港,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.04
58,小港,8,總碳氫化物,THC,ppm,2023-09-10,1.89
58,小港,7,二氧化氮,NO2,ppb,2023-09-10,14.2
58,小港,6,一氧化氮,NO,ppb,2023-09-10,3.1
58,小港,5,氮氧化物,NOx,ppb,2023-09-10,17.4
58,小港,4,懸浮微粒,PM10,μg/m3,2023-09-10,16
58,小港,3,臭氧,O3,ppb,2023-09-10,22.8
58,小港,2,一氧化碳,CO,ppm,2023-09-10,0.46
58,小港,1,二氧化硫,SO2,ppb,2023-09-10,5.1
57,前鎮,143,小時風速值,WS_HR,m/sec,2023-09-10,0.6
57,前鎮,38,相對濕度,RH,%,2023-09-10,94
57,前鎮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,5
57,前鎮,31,甲烷,CH4,ppm,2023-09-10,1.93
57,前鎮,14,溫度,AMB_TEMP,℃,2023-09-10,26.8
57,前鎮,10,風速,WIND_SPEED,m/sec,2023-09-10,0.9
57,前鎮,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.07
57,前鎮,8,總碳氫化物,THC,ppm,2023-09-10,2
57,前鎮,7,二氧化氮,NO2,ppb,2023-09-10,12.6
57,前鎮,6,一氧化氮,NO,ppb,2023-09-10,3
57,前鎮,5,氮氧化物,NOx,ppb,2023-09-10,15.6
57,前鎮,4,懸浮微粒,PM10,μg/m3,2023-09-10,12
57,前鎮,3,臭氧,O3,ppb,2023-09-10,23.1
57,前鎮,2,一氧化碳,CO,ppm,2023-09-10,0.32
57,前鎮,1,二氧化硫,SO2,ppb,2023-09-10,3.2
56,前金,143,小時風速值,WS_HR,m/sec,2023-09-10,1.5
56,前金,38,相對濕度,RH,%,2023-09-10,93
56,前金,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,7.4
56,前金,31,甲烷,CH4,ppm,2023-09-10,1.95
56,前金,14,溫度,AMB_TEMP,℃,2023-09-10,27.3
56,前金,10,風速,WIND_SPEED,m/sec,2023-09-10,1.7
56,前金,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-10,0.03
63,花蓮,7,二氧化氮,NO2,ppb,2023-09-10,1.8
56,前金,8,總碳氫化物,THC,ppm,2023-09-10,1.98
56,前金,7,二氧化氮,NO2,ppb,2023-09-10,9.1
56,前金,6,一氧化氮,NO,ppb,2023-09-10,1
56,前金,5,氮氧化物,NOx,ppb,2023-09-10,10.2
56,前金,4,懸浮微粒,PM10,μg/m3,2023-09-10,12
56,前金,3,臭氧,O3,ppb,2023-09-10,27.8
56,前金,2,一氧化碳,CO,ppm,2023-09-10,0.26
56,前金,1,二氧化硫,SO2,ppb,2023-09-10,2
54,左營,143,小時風速值,WS_HR,m/sec,2023-09-10,1.5
54,左營,38,相對濕度,RH,%,2023-09-10,91
54,左營,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,6.6
54,左營,31,甲烷,CH4,ppm,2023-09-10,1.96
19,觀音,1,二氧化硫,SO2,ppb,2023-09-10,1.1
18,大園,143,小時風速值,WS_HR,m/sec,2023-09-10,3.1
18,大園,38,相對濕度,RH,%,2023-09-10,71
41,臺西,14,溫度,AMB_TEMP,℃,2023-09-10,25.9
18,大園,33,細懸浮微粒,PM2.5,μg/m3,2023-09-10,6.4
18,大園,14,溫度,AMB_TEMP,℃,2023-09-10,27.2
18,大園,10,風速,WIND_SPEED,m/sec,2023-09-10,3.3
